IDs,DIOs,DISs,DAOs,Precv,Pforw,Pdrop,Psent,Network,OF,Attack
1,463,22,456,1408,1322,3,1519.0,Static,OF0,0
17,646,2,484,745,728,5,777.0,Static,MRHOF,0
18,548,14,121,1773,1659,3,1934.0,Mobile,MRHOF,0
19,728,47,245,1250,1232,5,1392.0,Mobile,MRHOF,0
5,558,9,174,1412,1394,2,1485.0,Mobile,OF0,0
6,403,13,245,1029,937,0,1092.0,Mobile,MRHOF,0
1,331,17,70,1392,1324,9,1440.0,Static,OF0,0
8,242,49,61,628,586,8,758.0,Mobile,MRHOF,0
3,429,16,24,1945,1790,8,2064.0,Static,MRHOF,0
4,385,41,498,1487,1370,8,1685.0,Static,MRHOF,0
5,478,15,386,238,218,8,383.0,Static,MRHOF,0
6,697,22,5,815,759,7,850.0,Mobile,OF0,0
1,734,18,321,432,418,3,623.0,Mobile,MRHOF,0
2,52,14,319,139,129,6,200.0,Mobile,MRHOF,0
3,171,31,106,195,185,1,256.0,Mobile,OF0,0
4,173,34,316,1627,1580,8,1790.0,Static,OF0,0
5,417,45,317,906,849,3,1004.0,Mobile,OF0,0
6,620,7,91,1388,1262,5,1544.0,Mobile,OF0,0
7,625,26,291,589,553,4,650.0,Mobile,MRHOF,0
8,316,16,7,715,657,8,754.0,Mobile,MRHOF,0
15,765,10,299,494,480,0,495.0,Mobile,OF0,0
10,707,32,368,483,446,8,677.0,Static,OF0,0
11,734,32,155,1501,1392,3,1635.0,Mobile,MRHOF,0
12,256,4,479,1914,1796,5,1997.0,Static,MRHOF,0
1,589,8,256,1800,1738,5,1869.0,Mobile,OF0,0
2,566,46,177,1811,1678,8,1866.0,Mobile,MRHOF,0
3,504,40,76,329,312,1,336.0,Mobile,OF0,0
1,599,48,26,1399,1357,9,1593.0,Mobile,MRHOF,0
5,449,13,368,902,828,4,1083.0,Static,MRHOF,0
3,550,35,85,265,252,7,378.0,Static,OF0,0
7,256,43,441,1478,1476,4,1562.0,Mobile,OF0,0
5,622,29,382,118,108,1,191.0,Static,MRHOF,0
6,260,23,407,750,696,4,940.0,Static,OF0,0
7,611,4,245,1236,1195,3,1401.0,Static,MRHOF,0
11,238,18,154,1690,1571,6,1764.0,Static,OF0,0
12,620,25,488,1305,1223,0,1368.0,Static,MRHOF,0
10,455,22,241,1042,962,1,1189.0,Static,MRHOF,0
2,92,15,267,1419,1302,3,1584.0,Static,MRHOF,0
12,62,13,321,904,856,5,969.0,Mobile,OF0,0
13,199,20,7,1152,1113,9,1309.0,Mobile,MRHOF,0
5,193,46,317,1870,1864,7,2045.0,Mobile,OF0,0
15,560,9,418,278,259,4,396.0,Static,OF0,0
7,783,46,275,479,441,4,597.0,Static,MRHOF,0
17,399,29,402,593,583,1,770.0,Static,OF0,0
9,325,38,215,1005,974,3,1019.0,Mobile,OF0,0
19,633,40,235,155,149,7,293.0,Static,MRHOF,0
20,617,10,38,1663,1615,3,1787.0,Mobile,MRHOF,0
21,135,4,222,1461,1335,7,1587.0,Mobile,MRHOF,0
1,424,11,475,1425,1330,4,1616.0,Mobile,OF0,0
2,404,44,111,1951,1762,6,2095.0,Mobile,OF0,0
3,488,42,180,283,282,8,304.0,Static,MRHOF,0
4,448,42,270,930,892,0,961.0,Mobile,OF0,0
5,131,13,207,300,289,5,487.0,Mobile,OF0,0
6,488,39,195,286,262,7,426.0,Static,OF0,0
7,638,26,269,1730,1677,3,1768.0,Static,MRHOF,0
8,535,38,119,319,299,2,474.0,Static,OF0,0
9,455,32,421,811,740,8,816.0,Mobile,OF0,0
10,748,12,176,926,896,4,1115.0,Static,OF0,0
11,774,20,486,482,461,3,494.0,Static,MRHOF,0
12,325,13,336,1031,935,0,1173.0,Mobile,OF0,0
13,780,45,278,1809,1738,7,1867.0,Mobile,OF0,0
2,278,49,155,1596,1581,6,1597.0,Static,MRHOF,0
15,62,32,497,1856,1763,1,1868.0,Static,MRHOF,0
16,616,17,423,1590,1475,8,1769.0,Mobile,MRHOF,0
5,433,30,416,1948,1897,8,2129.0,Static,MRHOF,0
6,147,16,264,1923,1909,0,2107.0,Mobile,MRHOF,0
19,370,43,231,1165,1104,2,1303.0,Static,OF0,0
8,465,29,212,1976,1809,6,2031.0,Static,MRHOF,0
9,542,8,232,326,308,7,374.0,Mobile,OF0,0
1,717,17,5,1270,1215,5,1297.0,Mobile,MRHOF,0
11,293,4,213,1341,1299,3,1398.0,Static,MRHOF,0
12,154,36,246,799,742,2,902.0,Mobile,OF0,0
4,259,48,295,708,646,7,821.0,Mobile,MRHOF,0
2,416,16,183,1711,1681,7,1829.0,Mobile,MRHOF,0
6,628,24,117,1101,1029,9,1248.0,Static,MRHOF,0
4,201,5,194,1406,1294,2,1510.0,Mobile,MRHOF,0
8,400,20,139,1594,1463,6,1769.0,Mobile,MRHOF,0
6,627,30,386,1501,1353,8,1584.0,Static,OF0,0
10,530,38,252,1266,1145,9,1375.0,Mobile,MRHOF,0
8,119,49,362,1235,1128,6,1430.0,Mobile,MRHOF,0
9,775,40,150,291,289,7,428.0,Static,OF0,0
10,252,5,377,1360,1306,4,1415.0,Static,OF0,0
11,634,48,1,1572,1469,2,1601.0,Mobile,MRHOF,0
12,651,13,378,1059,999,5,1180.0,Mobile,OF0,0
16,745,47,161,1370,1340,3,1458.0,Static,MRHOF,0
17,662,47,384,1956,1766,9,2137.0,Static,OF0,0
18,727,35,492,1331,1324,0,1347.0,Static,MRHOF,0
19,545,14,428,873,839,7,1061.0,Static,MRHOF,0
5,464,35,59,105,101,5,162.0,Static,MRHOF,0
21,54,26,19,489,484,1,634.0,Static,OF0,0
1,62,7,383,655,641,2,717.0,Static,OF0,0
8,468,19,403,1735,1573,9,,Mobile,MRHOF,0
9,194,7,362,1173,1109,2,1204.0,Mobile,MRHOF,0
4,447,37,367,562,516,3,601.0,Mobile,OF0,0
5,437,45,345,1407,1312,1,1437.0,Mobile,OF0,0
12,220,31,200,1610,1566,1,1617.0,Mobile,OF0,0
1,174,16,482,897,824,5,,Mobile,MRHOF,0
2,621,34,170,1505,1412,5,1688.0,Static,MRHOF,0
9,142,23,5,387,370,7,508.0,Mobile,OF0,0
10,55,48,375,546,544,9,684.0,Static,OF0,0
5,501,17,296,1078,1074,5,1275.0,Mobile,OF0,0
12,564,9,315,175,162,0,192.0,Static,OF0,0
7,763,19,124,1298,1230,3,1327.0,Static,MRHOF,0
14,417,47,24,1709,1652,6,,Mobile,MRHOF,0
15,97,34,265,198,188,4,346.0,Mobile,MRHOF,0
10,497,2,331,220,211,1,273.0,Static,MRHOF,0
11,579,35,186,1981,1838,5,2165.0,Mobile,MRHOF,0
18,347,12,187,1456,1325,6,1585.0,Static,MRHOF,0
1,121,7,190,674,663,0,736.0,Static,MRHOF,0
2,569,5,89,819,784,5,911.0,Mobile,OF0,0
3,449,14,457,1194,1086,3,1317.0,Static,OF0,0
4,277,47,429,1559,1541,9,1579.0,Static,MRHOF,0
2,334,20,280,937,875,3,1066.0,Static,MRHOF,0
6,79,45,274,570,537,5,669.0,Mobile,OF0,0
4,792,19,37,681,625,3,689.0,Mobile,MRHOF,0
8,687,11,164,377,374,1,453.0,Mobile,OF0,0
9,629,19,489,577,547,2,761.0,Mobile,MRHOF,0
10,230,32,321,286,267,9,415.0,Static,MRHOF,0
8,193,16,301,522,492,7,650.0,Mobile,MRHOF,0
12,459,47,305,1007,913,0,1098.0,Static,OF0,0
1,667,7,385,1741,1718,3,1848.0,Static,OF0,0
11,220,11,492,1318,1307,2,1344.0,Static,OF0,0
12,365,30,83,1801,1774,8,1896.0,Mobile,MRHOF,0
13,786,13,360,1497,1456,4,1518.0,Mobile,OF0,0
5,602,16,161,1283,1194,8,1348.0,Mobile,MRHOF,0
15,250,10,351,604,571,3,642.0,Static,OF0,0
16,725,24,410,1509,1453,1,1537.0,Static,MRHOF,0
17,174,39,279,1016,1007,4,1161.0,Static,OF0,0
18,381,22,453,135,123,3,156.0,Mobile,OF0,0
19,489,25,95,1040,1005,3,1057.0,Mobile,MRHOF,0
11,172,16,186,1064,997,4,1167.0,Static,OF0,0
21,759,12,399,1460,1374,6,1505.0,Static,MRHOF,0
1,359,47,43,709,705,3,795.0,Mobile,MRHOF,0
2,92,33,244,1410,1312,0,1492.0,Static,OF0,0
3,300,20,290,1768,1740,5,1920.0,Mobile,MRHOF,0
4,557,27,88,171,171,3,342.0,Mobile,MRHOF,0
5,615,24,458,153,144,2,172.0,Static,MRHOF,0
6,486,47,128,1972,1779,3,2041.0,Static,MRHOF,0
7,180,35,196,1598,1491,3,1706.0,Mobile,MRHOF,0
8,151,27,172,270,258,8,355.0,Static,OF0,0
9,92,19,455,1323,1282,9,1437.0,Static,MRHOF,0
10,186,20,439,310,295,6,488.0,Static,MRHOF,0
11,715,42,410,1646,1609,1,1816.0,Static,MRHOF,0
12,791,49,425,1343,1279,2,1414.0,Mobile,OF0,0
13,312,11,358,1440,1373,8,1579.0,Mobile,MRHOF,0
2,612,37,45,1944,1857,8,1956.0,Mobile,OF0,0
3,165,4,74,1603,1555,6,1712.0,Mobile,OF0,0
4,264,45,278,1621,1594,8,1646.0,Mobile,OF0,0
5,213,14,333,1670,1641,0,1864.0,Static,MRHOF,0
6,734,15,109,1340,1239,9,1386.0,Mobile,OF0,0
19,471,23,216,1613,1607,5,1693.0,Mobile,OF0,0
20,490,7,495,480,443,3,640.0,Static,OF0,0
21,565,17,131,526,501,3,,Static,OF0,0
10,340,8,252,1019,937,3,1196.0,Mobile,MRHOF,0
2,426,18,155,607,579,2,653.0,Static,MRHOF,0
12,578,39,303,1041,952,6,1172.0,Static,OF0,0
4,157,12,221,1927,1910,9,2107.0,Mobile,MRHOF,0
2,491,26,86,1213,1105,5,1282.0,Static,MRHOF,0
3,150,18,94,1889,1789,8,2058.0,Mobile,OF0,0
7,204,39,392,1369,1294,6,1397.0,Static,OF0,0
5,741,39,372,271,250,1,273.0,Mobile,MRHOF,0
9,470,33,363,1730,1609,3,1852.0,Mobile,OF0,0
7,71,2,171,482,477,9,506.0,Static,OF0,0
8,193,31,397,1802,1647,2,1920.0,Static,MRHOF,0
12,465,5,214,296,287,4,482.0,Mobile,MRHOF,0
10,172,47,386,1462,1453,2,1467.0,Static,OF0,0
11,196,3,391,619,565,9,702.0,Mobile,MRHOF,0
12,606,8,342,1139,1063,2,1147.0,Static,MRHOF,0
1,376,15,326,1737,1569,5,1888.0,Static,MRHOF,0
17,540,16,109,1835,1723,8,1884.0,Mobile,MRHOF,0
18,543,48,333,1036,1001,8,1058.0,Static,OF0,0
4,74,18,189,1264,1222,1,,Static,MRHOF,0
5,105,27,159,210,202,7,277.0,Static,OF0,0
6,567,16,279,1555,1462,4,1579.0,Mobile,OF0,0
1,115,10,300,1493,1431,1,1603.0,Mobile,MRHOF,0
8,358,26,237,1137,1093,7,1329.0,Static,MRHOF,0
9,489,19,337,175,175,2,202.0,Static,OF0,0
10,86,26,98,1733,1607,2,1900.0,Static,OF0,0
11,359,22,15,639,592,2,826.0,Static,OF0,0
12,263,21,281,1867,1783,8,1931.0,Mobile,OF0,0
1,401,30,76,590,573,6,738.0,Static,OF0,0
2,515,24,370,1426,1292,1,1601.0,Static,MRHOF,0
3,294,45,312,1922,1902,9,1961.0,Mobile,MRHOF,0
4,709,37,245,728,712,8,921.0,Static,MRHOF,0
11,380,38,389,1198,1185,1,1365.0,Mobile,MRHOF,0
6,713,19,145,1364,1249,7,1398.0,Static,MRHOF,0
7,557,43,481,444,429,1,590.0,Mobile,MRHOF,0
14,548,9,128,1165,1147,0,1326.0,Static,OF0,0
15,595,25,380,144,139,4,265.0,Mobile,MRHOF,0
10,600,31,489,1133,1104,8,1150.0,Static,OF0,0
11,528,15,3,290,283,8,398.0,Mobile,MRHOF,0
18,192,35,376,1943,1875,6,1947.0,Mobile,MRHOF,0
19,654,13,259,1037,964,8,1044.0,Mobile,MRHOF,0
20,570,30,116,366,332,4,407.0,Static,OF0,0
21,598,10,72,407,401,1,462.0,Mobile,MRHOF,0
1,536,21,150,1792,1614,4,1880.0,Static,OF0,0
5,258,45,129,764,752,9,866.0,Mobile,OF0,0
6,747,35,81,1710,1593,3,1901.0,Static,OF0,0
4,516,47,317,243,220,8,310.0,Mobile,MRHOF,0
8,232,14,432,1590,1489,3,,Mobile,MRHOF,0
6,160,40,178,1707,1628,3,1789.0,Static,MRHOF,0
10,56,27,9,645,610,8,650.0,Static,MRHOF,0
11,175,25,438,1972,1799,7,2046.0,Static,OF0,0
9,333,3,74,1289,1229,2,1378.0,Static,OF0,0
1,271,8,178,1911,1800,5,1969.0,Mobile,OF0,0
2,240,8,311,807,773,2,910.0,Static,MRHOF,0
12,279,7,171,1210,1170,9,1326.0,Static,MRHOF,0
4,748,17,226,1555,1423,2,1670.0,Static,OF0,0
14,496,48,252,1440,1346,0,1563.0,Static,OF0,0
15,551,14,497,1458,1380,5,1484.0,Static,OF0,0
16,640,3,189,658,598,3,670.0,Mobile,MRHOF,0
17,383,29,97,1205,1088,6,1363.0,Mobile,MRHOF,0
18,441,27,309,485,469,4,573.0,Static,OF0,0
10,494,22,290,1608,1593,1,1729.0,Static,OF0,0
20,491,2,131,696,658,1,789.0,Static,MRHOF,0
12,118,20,447,1651,1601,8,1815.0,Static,MRHOF,0
1,314,43,99,1465,1402,5,1486.0,Static,OF0,0
2,658,18,326,1060,964,0,1191.0,Static,OF0,0
3,108,32,160,383,348,5,444.0,Mobile,MRHOF,0
4,521,49,12,1563,1546,5,1675.0,Static,OF0,0
5,128,18,406,1305,1276,9,1402.0,Static,MRHOF,0
6,195,42,262,1419,1350,5,1611.0,Static,MRHOF,0
7,412,29,404,573,560,8,747.0,Static,OF0,0
8,247,20,471,1534,1463,0,1715.0,Static,OF0,0
9,132,22,318,1820,1761,2,1881.0,Mobile,OF0,0
10,175,29,498,524,483,1,716.0,Mobile,MRHOF,0
11,171,17,293,497,475,8,606.0,Mobile,OF0,0
12,618,44,481,1926,1813,0,1977.0,Static,OF0,0
1,228,1,218,888,836,5,1055.0,Mobile,MRHOF,0
14,635,43,272,1822,1800,6,1993.0,Mobile,MRHOF,0
15,501,14,77,1139,1069,2,1140.0,Mobile,MRHOF,0
4,701,6,149,899,816,0,1080.0,Static,MRHOF,0
5,94,33,278,634,609,6,712.0,Mobile,OF0,0
6,597,45,54,803,747,4,863.0,Mobile,MRHOF,0
19,648,38,118,1843,1766,9,1877.0,Mobile,MRHOF,0
20,658,41,168,1786,1716,2,1843.0,Static,MRHOF,0
9,666,1,60,369,338,5,471.0,Mobile,MRHOF,0
1,789,21,125,1055,975,0,1128.0,Mobile,OF0,0
11,765,16,40,131,121,0,194.0,Static,OF0,0
3,688,36,113,1322,1310,8,,Mobile,OF0,0
1,764,10,24,200,185,4,365.0,Static,OF0,0
5,169,33,144,827,771,1,922.0,Mobile,OF0,0
3,386,17,116,917,878,9,1001.0,Mobile,OF0,0
7,635,45,400,373,354,4,417.0,Static,MRHOF,0
5,206,31,131,1461,1342,7,1507.0,Static,OF0,0
6,204,15,475,1096,1078,9,1275.0,Static,MRHOF,0
10,141,49,337,1603,1473,1,1644.0,Mobile,OF0,0
11,226,3,362,1172,1118,9,1270.0,Mobile,MRHOF,0
12,95,46,355,1011,988,5,1072.0,Mobile,MRHOF,0
13,513,16,441,1323,1232,5,1466.0,Static,OF0,0
14,715,26,333,298,298,9,418.0,Static,MRHOF,0
15,117,26,458,1637,1496,0,1776.0,Static,MRHOF,0
16,777,34,235,381,361,3,,Static,MRHOF,0
2,254,23,336,1377,1330,1,1460.0,Static,MRHOF,0
3,317,40,321,1635,1536,2,1796.0,Mobile,MRHOF,0
4,241,36,277,1141,1130,3,1263.0,Mobile,OF0,0
20,120,32,47,1142,1137,3,1296.0,Static,MRHOF,0
6,492,5,10,242,240,9,310.0,Static,OF0,0
7,436,29,453,628,603,4,699.0,Static,MRHOF,0
2,667,24,380,646,592,6,659.0,Static,OF0,0
9,287,34,168,621,564,0,765.0,Mobile,OF0,0
10,565,42,396,965,881,5,1085.0,Static,MRHOF,0
5,61,17,329,965,960,7,1089.0,Static,MRHOF,0
12,701,9,1,619,562,4,628.0,Static,MRHOF,0
7,526,42,459,352,339,5,437.0,Mobile,OF0,0
2,69,24,342,234,226,0,387.0,Mobile,OF0,0
9,135,44,329,1498,1377,5,1642.0,Mobile,MRHOF,0
4,315,8,404,1371,1302,4,1427.0,Mobile,OF0,0
5,67,28,312,855,780,9,881.0,Mobile,MRHOF,0
12,593,42,281,124,114,6,180.0,Static,OF0,0
7,625,7,231,388,368,1,405.0,Mobile,MRHOF,0
14,484,18,109,1889,1802,7,2013.0,Static,OF0,0
9,485,49,138,293,268,9,456.0,Static,OF0,0
10,91,19,209,840,822,9,862.0,Static,OF0,0
17,595,8,17,156,152,9,313.0,Mobile,MRHOF,0
12,139,40,378,797,722,1,904.0,Static,MRHOF,0
19,307,37,390,381,356,7,,Static,MRHOF,0
2,593,15,484,1520,1516,9,1571.0,Mobile,OF0,0
21,704,42,247,738,732,7,893.0,Static,OF0,0
1,789,21,197,676,673,9,,Static,MRHOF,0
2,286,45,496,318,312,7,468.0,Static,MRHOF,0
6,117,40,335,770,718,9,,Mobile,MRHOF,0
4,402,28,8,623,619,5,804.0,Mobile,MRHOF,0
5,275,13,102,717,660,9,882.0,Static,MRHOF,0
6,154,8,100,867,817,9,1037.0,Static,MRHOF,0
10,270,19,181,406,397,5,409.0,Mobile,MRHOF,0
8,330,23,459,1733,1570,4,1927.0,Mobile,OF0,0
12,559,34,104,871,831,1,898.0,Static,OF0,0
1,795,1,166,963,874,0,1074.0,Mobile,OF0,0
11,219,39,89,660,599,5,810.0,Mobile,MRHOF,0
3,248,23,385,1684,1559,7,1731.0,Static,MRHOF,0
13,738,26,79,796,720,3,987.0,Mobile,MRHOF,0
5,263,49,341,1237,1117,1,1360.0,Mobile,OF0,0
15,757,31,43,1538,1452,5,1718.0,Static,MRHOF,0
16,214,21,462,1268,1155,4,1344.0,Static,OF0,0
17,111,36,355,1591,1540,2,1699.0,Static,OF0,0
9,629,34,193,424,415,9,464.0,Static,OF0,0
19,571,38,474,1567,1440,2,1715.0,Static,OF0,0
11,127,21,29,1848,1800,8,1992.0,Mobile,MRHOF,0
12,494,40,165,1294,1232,2,,Static,OF0,0
1,495,29,42,1927,1806,9,2021.0,Mobile,OF0,0
2,268,21,91,226,211,7,341.0,Static,MRHOF,0
3,566,21,17,1833,1777,2,1960.0,Mobile,MRHOF,0
4,326,35,232,651,627,5,705.0,Static,MRHOF,0
5,233,48,470,1321,1207,4,1407.0,Mobile,MRHOF,0
6,260,7,117,802,761,9,860.0,Static,OF0,0
7,307,36,18,1652,1584,6,1768.0,Static,MRHOF,0
8,597,40,428,1511,1483,8,1706.0,Static,MRHOF,0
9,106,19,267,1333,1317,7,,Mobile,MRHOF,0
10,301,9,270,1019,960,2,1045.0,Static,MRHOF,0
11,774,49,108,740,731,6,863.0,Mobile,OF0,0
12,76,28,17,778,730,1,949.0,Mobile,OF0,0
13,451,38,442,610,602,8,809.0,Static,OF0,0
2,447,28,157,1127,1089,3,1318.0,Static,OF0,0
3,767,22,158,1402,1355,3,1526.0,Mobile,OF0,0
16,266,1,134,1820,1726,9,1952.0,Mobile,MRHOF,0
17,707,2,73,562,533,9,578.0,Mobile,OF0,0
6,301,39,118,1797,1753,9,1975.0,Mobile,MRHOF,0
19,375,37,497,1539,1537,5,1624.0,Mobile,MRHOF,0
20,142,48,144,1642,1630,7,1707.0,Static,MRHOF,0
9,101,6,210,424,393,9,560.0,Static,OF0,0
1,535,4,151,1054,956,2,1121.0,Static,MRHOF,0
2,528,44,472,1419,1352,5,1435.0,Mobile,OF0,0
12,638,2,307,1471,1450,6,1537.0,Static,MRHOF,0
4,630,20,102,1674,1662,8,1730.0,Mobile,OF0,0
5,402,40,373,1459,1332,2,1461.0,Mobile,MRHOF,0
6,166,10,361,1239,1206,2,,Mobile,MRHOF,0
4,115,6,296,546,515,3,730.0,Static,MRHOF,0
8,760,39,144,1680,1542,5,1804.0,Mobile,MRHOF,0
9,691,22,339,1724,1646,0,1816.0,Mobile,OF0,0
7,675,47,132,1098,1081,5,1215.0,Static,OF0,0
8,699,15,169,1758,1715,1,1844.0,Mobile,MRHOF,0
9,659,28,1,449,437,8,507.0,Mobile,OF0,0
10,350,20,279,1312,1222,9,1466.0,Mobile,MRHOF,0
11,614,38,452,570,543,1,622.0,Static,OF0,0
12,196,9,63,448,410,3,573.0,Mobile,OF0,0
16,572,33,357,1565,1411,0,1585.0,Mobile,MRHOF,0
17,652,36,458,1234,1153,0,1424.0,Mobile,OF0,0
3,330,43,485,695,629,2,824.0,Static,OF0,0
19,630,9,257,1311,1302,1,1386.0,Mobile,MRHOF,0
5,738,3,457,1512,1423,5,1537.0,Static,MRHOF,0
6,705,1,143,1544,1542,3,1590.0,Mobile,MRHOF,0
7,796,21,321,537,511,5,626.0,Mobile,OF0,0
2,266,11,455,875,805,5,895.0,Static,OF0,0
9,497,20,263,1181,1136,1,1273.0,Mobile,MRHOF,0
4,443,29,79,1927,1844,5,1963.0,Static,OF0,0
5,142,16,101,511,464,5,669.0,Static,MRHOF,0
12,298,27,215,1725,1697,2,1773.0,Static,MRHOF,0
1,270,5,41,1770,1729,3,1874.0,Mobile,OF0,0
2,122,27,128,1722,1649,9,1901.0,Mobile,OF0,0
9,686,6,52,1701,1644,9,1782.0,Static,MRHOF,0
4,453,39,23,1491,1427,0,,Mobile,OF0,0
5,544,3,45,922,848,7,1113.0,Static,OF0,0
6,585,10,34,1659,1632,3,1674.0,Mobile,MRHOF,0
7,320,34,266,804,726,9,918.0,Static,OF0,0
8,443,11,465,1605,1503,8,1782.0,Static,MRHOF,0
9,765,7,48,1661,1501,4,1836.0,Static,MRHOF,0
10,693,20,497,1752,1589,0,1939.0,Static,MRHOF,0
17,85,25,79,1949,1867,0,2017.0,Mobile,OF0,0
12,158,37,180,1479,1412,3,1658.0,Mobile,OF0,0
1,583,2,20,1735,1608,6,1781.0,Mobile,OF0,0
2,385,31,242,1196,1102,0,1296.0,Mobile,OF0,0
21,108,33,98,970,913,2,971.0,Mobile,OF0,0
4,643,16,387,239,233,6,250.0,Static,MRHOF,0
2,81,10,170,1972,1904,9,2108.0,Static,OF0,0
3,58,29,380,1237,1160,8,1379.0,Mobile,OF0,0
7,309,18,241,1564,1490,2,1677.0,Mobile,MRHOF,0
8,771,20,57,211,206,3,329.0,Mobile,OF0,0
9,569,44,97,335,331,5,403.0,Mobile,OF0,0
7,338,3,29,213,202,2,397.0,Static,OF0,0
8,111,3,429,679,655,2,819.0,Static,OF0,0
12,442,2,444,1881,1841,1,1976.0,Static,MRHOF,0
10,155,44,329,867,812,8,1028.0,Mobile,MRHOF,0
11,616,3,396,1638,1613,8,1763.0,Static,MRHOF,0
12,747,49,297,815,750,6,912.0,Mobile,MRHOF,0
13,607,44,277,1816,1703,7,1913.0,Static,OF0,0
14,537,25,274,872,798,7,,Static,MRHOF,0
15,132,42,412,266,258,0,362.0,Mobile,MRHOF,0
16,573,8,132,205,201,0,230.0,Static,MRHOF,0
17,722,43,278,1988,1971,1,2104.0,Static,MRHOF,0
9,715,48,448,852,815,1,964.0,Mobile,MRHOF,0
19,265,18,410,1548,1477,9,1564.0,Mobile,OF0,0
20,199,6,25,1775,1677,5,1825.0,Static,OF0,0
21,650,13,212,332,323,4,514.0,Static,OF0,0
1,275,34,290,841,839,9,960.0,Static,OF0,0
2,546,19,322,1333,1231,8,1448.0,Static,OF0,0
3,655,4,452,228,211,8,,Static,MRHOF,0
4,148,22,355,238,216,9,411.0,Mobile,OF0,0
5,400,42,488,398,383,9,574.0,Mobile,OF0,0
6,713,23,321,265,247,7,290.0,Mobile,MRHOF,0
7,353,1,436,1446,1357,1,1582.0,Mobile,OF0,0
8,454,27,361,478,473,6,521.0,Static,MRHOF,0
9,428,40,243,998,923,6,1191.0,Static,MRHOF,0
10,118,9,84,366,362,2,456.0,Mobile,MRHOF,0
11,472,30,173,1800,1686,6,,Mobile,MRHOF,0
12,51,39,100,1656,1599,4,1835.0,Static,MRHOF,0
1,366,38,147,1660,1531,8,1819.0,Static,OF0,0
2,786,1,306,872,860,2,1011.0,Static,MRHOF,0
3,381,30,260,1913,1811,8,2087.0,Static,MRHOF,0
16,464,5,471,1227,1110,0,1426.0,Mobile,MRHOF,0
17,547,12,204,650,605,7,761.0,Mobile,OF0,0
18,520,13,187,606,575,1,620.0,Static,OF0,0
19,257,41,329,1403,1355,1,1409.0,Static,MRHOF,0
8,577,35,473,1664,1514,4,1677.0,Static,OF0,0
9,450,23,56,1102,1022,9,1243.0,Static,MRHOF,0
10,408,13,465,1786,1754,6,1803.0,Mobile,MRHOF,0
2,66,19,218,425,391,7,525.0,Mobile,MRHOF,0
3,251,24,340,1646,1556,9,1834.0,Static,OF0,0
4,56,16,226,1117,1102,7,1128.0,Static,MRHOF,0
2,277,48,272,1411,1371,5,1437.0,Static,OF0,0
6,486,38,258,202,202,6,202.0,Mobile,MRHOF,0
4,512,45,25,1244,1231,9,1425.0,Static,OF0,0
5,364,31,284,717,701,7,880.0,Static,OF0,0
6,752,27,24,1310,1279,3,1391.0,Mobile,OF0,0
7,557,35,319,1963,1816,5,2068.0,Static,OF0,0
11,284,11,286,532,485,6,631.0,Mobile,MRHOF,0
9,464,43,100,776,748,1,882.0,Static,OF0,0
10,293,4,213,917,880,6,975.0,Mobile,OF0,0
14,755,8,412,1262,1162,1,1444.0,Static,OF0,0
15,532,11,190,975,900,2,1155.0,Mobile,OF0,0
1,344,25,20,1294,1280,2,1341.0,Mobile,OF0,0
17,529,23,140,1192,1189,7,1200.0,Mobile,OF0,0
3,707,33,455,342,326,1,347.0,Static,MRHOF,0
19,61,45,321,869,855,6,1025.0,Static,OF0,0
20,703,44,157,1076,1045,5,1190.0,Static,OF0,0
21,278,24,357,1413,1367,5,1436.0,Static,OF0,0
7,412,28,487,479,473,6,640.0,Mobile,OF0,0
2,654,42,283,478,461,1,501.0,Mobile,MRHOF,0
9,505,4,474,199,195,0,247.0,Mobile,MRHOF,0
10,736,26,440,1416,1410,7,1507.0,Mobile,MRHOF,0
11,511,38,131,1613,1506,8,1619.0,Static,OF0,0
6,784,47,489,349,330,2,472.0,Static,MRHOF,0
1,750,7,365,1413,1308,2,1470.0,Static,MRHOF,0
2,222,42,280,1713,1606,8,1859.0,Static,OF0,0
3,665,10,190,423,405,4,545.0,Static,OF0,0
10,388,30,21,1894,1794,8,2069.0,Static,OF0,0
5,270,30,257,812,811,0,994.0,Mobile,OF0,0
6,672,6,235,1250,1147,2,1404.0,Mobile,OF0,0
13,601,32,196,884,877,8,925.0,Mobile,MRHOF,0
8,248,15,436,1433,1350,1,1457.0,Mobile,MRHOF,0
15,201,34,301,1401,1263,7,1439.0,Mobile,MRHOF,0
16,185,37,218,447,408,1,542.0,Static,OF0,0
11,736,46,307,1497,1489,0,1684.0,Static,MRHOF,0
18,246,10,261,1883,1769,8,2023.0,Static,MRHOF,0
19,441,10,456,468,428,2,606.0,Static,MRHOF,0
2,266,11,445,729,694,6,781.0,Static,MRHOF,0
21,434,4,252,897,886,7,931.0,Static,OF0,0
4,757,16,134,121,111,7,178.0,Static,OF0,0
2,56,39,361,673,619,6,708.0,Static,MRHOF,0
3,190,31,92,725,698,7,757.0,Mobile,MRHOF,0
7,72,8,223,1393,1303,8,1469.0,Mobile,MRHOF,0
8,289,43,309,1512,1372,8,1626.0,Static,MRHOF,0
6,529,3,61,1232,1194,4,1350.0,Static,MRHOF,0
10,101,27,288,436,395,7,586.0,Mobile,OF0,0
8,684,29,113,119,119,2,238.0,Static,MRHOF,0
12,666,36,89,1935,1748,6,2079.0,Mobile,OF0,0
